Record ID,Bug ID,Author,Source,URL,Project,CommitDate
2df3fc4,105160,Jeremy Linton,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=105160,linux,2022-04-14
1aa0e8b,98096,Sean Christopherson,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=98096,linux,2022-04-14
c40160f,105171,Jason A. Donenfeld,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=105171,linux,2022-04-13
b06a175,99578,Linus Torvalds,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=99578,linux,2022-03-27
b027471,45831,Marco Elver,llvm,https://bugs.llvm.org/show_bug.cgi?id=45831,linux,2022-03-24
281d0c9,41459,Kees Cook,llvm,https://bugs.llvm.org/show_bug.cgi?id=41459,linux,2022-02-14
281d0c9,53516,Kees Cook,llvm issues,https://github.com/llvm/llvm-project/issues/53516,linux,2022-02-14
281d0c9,53645,Kees Cook,llvm issues,https://github.com/llvm/llvm-project/issues/53645,linux,2022-02-14
f0202b8,53516,Kees Cook,llvm issues,https://github.com/llvm/llvm-project/issues/53516,linux,2022-02-14
545c272,99578,Kees Cook,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=99578,linux,2022-02-14
b53823f,52735,Mathieu Desnoyers,llvm issues,https://github.com/llvm/llvm-project/issues/52735,linux,2022-02-02
b53823f,58670,Mathieu Desnoyers,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58670,linux,2022-02-02
b53823f,103908,Mathieu Desnoyers,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=103908,linux,2022-02-02
f23653f,100379,Maciej W. Rozycki,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=100379,linux,2022-01-26
d72c4a3,47798,Daniel Axtens,llvm,https://bugs.llvm.org/show_bug.cgi?id=47798,linux,2021-12-23
e463a09,52323,Peter Zijlstra,llvm,https://bugs.llvm.org/show_bug.cgi?id=52323,linux,2021-12-09
e463a09,102952,Peter Zijlstra,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=102952,linux,2021-12-09
68cf4f2,52323,Peter Zijlstra,llvm,https://bugs.llvm.org/show_bug.cgi?id=52323,linux,2021-12-08
68cf4f2,102952,Peter Zijlstra,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=102952,linux,2021-12-08
f7e5b9b,100363,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=100363,linux,2021-11-30
dee2b70,51094,Gustavo A. R. Silva,llvm,https://bugs.llvm.org/show_bug.cgi?id=51094,linux,2021-11-15
2dc26d9,51682,Linus Torvalds,llvm,https://bugs.llvm.org/show_bug.cgi?id=51682,linux,2021-11-02
ecb108e,45826,Arnd Bergmann,llvm,https://bugs.llvm.org/show_bug.cgi?id=45826,linux,2021-10-25
ecb108e,94986,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=94986,linux,2021-10-25
34186b4,99578,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=99578,linux,2021-10-05
eb19efe,99673,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=99673,linux,2021-09-28
5c34aea,97831,Ian Rogers,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=97831,linux,2021-09-27
a52f8a5,50322,Kees Cook,llvm,https://bugs.llvm.org/show_bug.cgi?id=50322,linux,2021-09-25
a52f8a5,41459,Kees Cook,llvm,https://bugs.llvm.org/show_bug.cgi?id=41459,linux,2021-09-25
7d1be0a,69960,Douglas Anderson,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=69960,linux,2021-09-25
d5f6545,99578,Linus Torvalds,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=99578,linux,2021-09-21
b83a908,16428,Nick Desaulniers,llvm,https://bugs.llvm.org/show_bug.cgi?id=16428,linux,2021-09-09
c42813b,102162,Helge Deller,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=102162,linux,2021-09-03
e432fe9,51634,Michael Ellerman,llvm,https://bugs.llvm.org/show_bug.cgi?id=51634,linux,2021-09-01
69aa1de,101419,Kees Cook,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=101419,linux,2021-07-23
1d74a91,101419,Kees Cook,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=101419,linux,2021-07-22
4cad671,100363,Linus Torvalds,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=100363,linux,2021-07-03
380d53c,80223,Nick Desaulniers,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=80223,linux,2021-06-23
51696f3,49610,Nathan Chancellor,llvm,https://bugs.llvm.org/show_bug.cgi?id=49610,linux,2021-06-22
558f9b2,40838,YiFei Zhu,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=40838,linux,2021-06-18
f747e66,19449,Rikard Falkeborn,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=19449,linux,2021-05-23
2515dd6,49956,Nick Desaulniers,llvm,https://bugs.llvm.org/show_bug.cgi?id=49956,linux,2021-05-11
778aaef,100363,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=100363,linux,2021-05-10
14b6cff,99673,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=99673,linux,2021-05-10
2ba50da,39889,Masahiro Yamada,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=39889,linux,2021-04-14
28aad1c,46293,Sami Tolvanen,llvm,https://bugs.llvm.org/show_bug.cgi?id=46293,linux,2021-04-09
cdc34cb,99578,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=99578,linux,2021-03-23
f5b6a74,46478,Nathan Chancellor,llvm,https://bugs.llvm.org/show_bug.cgi?id=46478,linux,2021-02-26
d2dcd3e,47479,Sami Tolvanen,llvm,https://bugs.llvm.org/show_bug.cgi?id=47479,linux,2021-02-24
105f75e,98776,Jianlin Lv,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=98776,linux,2021-02-13
5857c92,48755,Will Deacon,llvm,https://bugs.llvm.org/show_bug.cgi?id=48755,linux,2021-01-21
2f78788,97445,Jakub Jelinek,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=97445,linux,2020-12-16
a9ffd04,97060,Masami Hiramatsu,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=97060,linux,2020-11-28
b96fab4,97490,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=97490,linux,2020-11-11
4169e88,91432,Gustavo A. R. Silva,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=91432,linux,2020-10-30
4d6fb34,42950,Nick Desaulniers,llvm,https://bugs.llvm.org/show_bug.cgi?id=42950,linux,2020-10-14
a25c13b,42950,Nick Desaulniers,llvm,https://bugs.llvm.org/show_bug.cgi?id=42950,linux,2020-10-14
fb08334,47539,Nick Desaulniers,llvm,https://bugs.llvm.org/show_bug.cgi?id=47539,linux,2020-10-02
aa5cacd,82602,Arvind Sankar,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=82602,linux,2020-10-01
1e1b6d6,47162,Nick Desaulniers,llvm,https://bugs.llvm.org/show_bug.cgi?id=47162,linux,2020-09-27
1e1b6d6,47280,Nick Desaulniers,llvm,https://bugs.llvm.org/show_bug.cgi?id=47280,linux,2020-09-27
e2179a0,46480,Kees Cook,llvm,https://bugs.llvm.org/show_bug.cgi?id=46480,linux,2020-09-01
d812db7,46478,Kees Cook,llvm,https://bugs.llvm.org/show_bug.cgi?id=46478,linux,2020-09-01
33d0f96,56888,Arvind Sankar,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=56888,linux,2020-08-20
6d25a63,81388,Nick Terrell,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81388,linux,2020-07-31
158807d,33587,Nick Desaulniers,llvm,https://bugs.llvm.org/show_bug.cgi?id=33587,linux,2020-07-23
3347c8a,24494,Sedat Dilek,llvm,https://bugs.llvm.org/show_bug.cgi?id=24494,linux,2020-07-09
acf7b0b,89124,Marco Elver,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=89124,linux,2020-06-25
f0fe00d,45497,glider@google.com,llvm,https://bugs.llvm.org/show_bug.cgi?id=45497,linux,2020-06-16
ea91a1d,45831,Arnd Bergmann,llvm,https://bugs.llvm.org/show_bug.cgi?id=45831,linux,2020-06-12
b3b6a84,45802,Arnd Bergmann,llvm,https://bugs.llvm.org/show_bug.cgi?id=45802,linux,2020-05-28
3a88d7c,94697,Will Deacon,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=94697,linux,2020-05-12
08afb43,94881,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=94881,linux,2020-05-06
dc30b40,94881,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=94881,linux,2020-05-02
a34c7f5,44916,Kees Cook,llvm,https://bugs.llvm.org/show_bug.cgi?id=44916,linux,2020-04-18
a5460b5,58145,Will Deacon,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,linux,2020-04-16
5429ef6,58145,Will Deacon,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,linux,2020-04-16
afe956c,42666,Nathan Chancellor,llvm,https://bugs.llvm.org/show_bug.cgi?id=42666,linux,2020-04-08
277a108,92589,Kees Cook,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=92589,linux,2020-04-08
295bcca,19449,Rikard Falkeborn,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=19449,linux,2020-04-08
9cf016e,44916,Kees Cook,llvm,https://bugs.llvm.org/show_bug.cgi?id=44916,linux,2020-04-08
27d80fa,44916,Kees Cook,llvm,https://bugs.llvm.org/show_bug.cgi?id=44916,linux,2020-04-08
deec222,44916,Kees Cook,llvm,https://bugs.llvm.org/show_bug.cgi?id=44916,linux,2020-03-16
c06a1c3,44916,Kees Cook,llvm,https://bugs.llvm.org/show_bug.cgi?id=44916,linux,2020-03-04
0a68ff5,44916,Kees Cook,llvm,https://bugs.llvm.org/show_bug.cgi?id=44916,linux,2020-03-03
78c2442,44916,Kees Cook,llvm,https://bugs.llvm.org/show_bug.cgi?id=44916,linux,2020-02-24
78856f2,44916,Kees Cook,llvm,https://bugs.llvm.org/show_bug.cgi?id=44916,linux,2020-02-24
e24cd4e,44916,Kees Cook,llvm,https://bugs.llvm.org/show_bug.cgi?id=44916,linux,2020-02-24
2713eb4,44916,Kees Cook,llvm,https://bugs.llvm.org/show_bug.cgi?id=44916,linux,2020-02-23
16a556e,44916,Kees Cook,llvm,https://bugs.llvm.org/show_bug.cgi?id=44916,linux,2020-02-21
46d30cb,44916,Kees Cook,llvm,https://bugs.llvm.org/show_bug.cgi?id=44916,linux,2020-02-21
161d179,44916,Kees Cook,llvm,https://bugs.llvm.org/show_bug.cgi?id=44916,linux,2020-02-21
9038ec9,44916,Kees Cook,llvm,https://bugs.llvm.org/show_bug.cgi?id=44916,linux,2020-02-21
42ae1a5,92657,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=92657,linux,2020-01-08
790756c,43759,Nick Desaulniers,llvm,https://bugs.llvm.org/show_bug.cgi?id=43759,linux,2019-11-16
a48e61d,91111,Will Deacon,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=91111,linux,2019-10-04
b0fe66c,33845,Nathan Chancellor,llvm,https://bugs.llvm.org/show_bug.cgi?id=33845,linux,2019-09-10
bfafddd,42950,Nick Desaulniers,llvm,https://bugs.llvm.org/show_bug.cgi?id=42950,linux,2019-09-08
e2079e9,91432,Nathan Chancellor,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=91432,linux,2019-08-30
90776dd,42990,Kees Cook,llvm,https://bugs.llvm.org/show_bug.cgi?id=42990,linux,2019-08-15
bfd7714,39382,Joe Perches,llvm,https://bugs.llvm.org/show_bug.cgi?id=39382,linux,2019-08-11
ebb6d35,38809,Arnd Bergmann,llvm,https://bugs.llvm.org/show_bug.cgi?id=38809,linux,2019-08-03
a07057d,42570,Arnd Bergmann,llvm,https://bugs.llvm.org/show_bug.cgi?id=42570,linux,2019-07-17
b27aca2,38789,Arnd Bergmann,llvm,https://bugs.llvm.org/show_bug.cgi?id=38789,linux,2019-07-04
3fe1ee4,40186,Stefan Agner,llvm,https://bugs.llvm.org/show_bug.cgi?id=40186,linux,2019-06-20
6ca6366,90751,Sven Schnelle,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=90751,linux,2019-06-08
a195cef,83431,Matteo Croce,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=83431,linux,2019-05-21
fe22983,90193,Mathieu Desnoyers,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=90193,linux,2019-05-08
be604c6,19749,Kees Cook,llvm,https://bugs.llvm.org/show_bug.cgi?id=19749,linux,2019-04-25
43947b8,40972,Stefan Agner,llvm,https://bugs.llvm.org/show_bug.cgi?id=40972,linux,2019-04-24
fe09d9c,88648,Stefan Agner,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=88648,linux,2019-04-24
a6c9e96,88648,Stefan Agner,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=88648,linux,2019-04-24
6e04249,41424,Arnd Bergmann,llvm,https://bugs.llvm.org/show_bug.cgi?id=41424,linux,2019-04-11
5f074f3,41035,Nick Desaulniers,llvm,https://bugs.llvm.org/show_bug.cgi?id=41035,linux,2019-04-06
a9d57ef,86952,Daniel Borkmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=86952,linux,2019-03-28
a9c640a,33587,Nick Desaulniers,llvm,https://bugs.llvm.org/show_bug.cgi?id=33587,linux,2019-03-21
ed713a4,38809,Arnd Bergmann,llvm,https://bugs.llvm.org/show_bug.cgi?id=38809,linux,2019-03-20
03aa4f1,40776,Arnd Bergmann,llvm,https://bugs.llvm.org/show_bug.cgi?id=40776,linux,2019-03-20
0077aaa,38789,Arnd Bergmann,llvm,https://bugs.llvm.org/show_bug.cgi?id=38789,linux,2019-03-13
eefffb4,38789,Arnd Bergmann,llvm,https://bugs.llvm.org/show_bug.cgi?id=38789,linux,2019-03-12
6baec88,38809,Arnd Bergmann,llvm,https://bugs.llvm.org/show_bug.cgi?id=38809,linux,2019-03-02
b7e8c93,88648,Stefan Agner,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=88648,linux,2019-02-26
a8e911d,81715,Qian Cai,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81715,linux,2019-02-02
9a71ac7,53119,Alexey Kardashevskiy,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=53119,linux,2019-01-23
72e7bcc,39556,Joel Stanley,llvm,https://bugs.llvm.org/show_bug.cgi?id=39556,linux,2018-12-20
72e7bcc,39555,Joel Stanley,llvm,https://bugs.llvm.org/show_bug.cgi?id=39555,linux,2018-12-20
e213574,31177,Joel Stanley,llvm,https://bugs.llvm.org/show_bug.cgi?id=31177,linux,2018-12-20
6e88306,81715,Qian Cai,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81715,linux,2018-12-11
ac3e233,38774,Nick Desaulniers,llvm,https://bugs.llvm.org/show_bug.cgi?id=38774,linux,2018-12-08
1c23b41,84210,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=84210,linux,2018-11-19
437e88a,39410,Nathan Chancellor,llvm,https://bugs.llvm.org/show_bug.cgi?id=39410,linux,2018-11-05
fe0640e,82365,ndesaulniers@google.com,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=82365,linux,2018-10-19
dde709d,67368,Vasily Gorbik,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=67368,linux,2018-10-09
183e19f,10676,Sean Young,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=10676,linux,2018-10-05
d124b44,44290,Miguel Ojeda,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=44290,linux,2018-09-20
ee9d21b,38921,Joel Stanley,llvm,https://bugs.llvm.org/show_bug.cgi?id=38921,linux,2018-09-19
ed6ed11,38642,Ard Biesheuvel,llvm,https://bugs.llvm.org/show_bug.cgi?id=38642,linux,2018-09-04
1a2eaed,53119,Leo (Sunpeng) Li,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=53119,linux,2018-07-14
d0a8d93,37512,Nick Desaulniers,llvm,https://bugs.llvm.org/show_bug.cgi?id=37512,linux,2018-07-03
bee2003,83256,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=83256,linux,2018-06-25
bee2003,82435,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=82435,linux,2018-06-25
4bb8b65,85602,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=85602,linux,2018-06-07
bbe9a70,85301,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=85301,linux,2018-04-10
87e0d4f,18538,Daniel Borkmann,llvm,https://bugs.llvm.org/show_bug.cgi?id=18538,linux,2018-03-21
a398e04,69249,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=69249,linux,2018-03-06
51d42f0,82411,Segher Boessenkool,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=82411,linux,2018-03-06
ca79bec,83456,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=83456,linux,2018-02-23
173a3ef,82365,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=82365,linux,2018-02-22
85c615e,84095,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=84095,linux,2018-02-21
67870eb,84129,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=84129,linux,2018-02-16
e7c52b8,81715,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81715,linux,2018-02-07
ff5fdaf,82103,Nicolas Pitre,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=82103,linux,2018-01-21
6e36719,83356,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=83356,linux,2018-01-20
6e36719,83651,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=83651,linux,2018-01-20
148b974,83356,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=83356,linux,2018-01-12
148b974,83651,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=83651,linux,2018-01-12
9e343e8,81715,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81715,linux,2017-12-18
3cd890d,81715,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81715,linux,2017-12-16
16c3ada,81715,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81715,linux,2017-12-16
146734b,82365,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=82365,linux,2017-12-15
d15809f,81484,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81484,linux,2017-11-18
3f2a162,82839,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=82839,linux,2017-11-08
1b0c22e,81484,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81484,linux,2017-10-14
5dfbf6c,82203,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=82203,linux,2017-10-05
b4391db,81715,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81715,linux,2017-09-26
6098d7d,81715,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81715,linux,2017-09-26
e40a3ae,82123,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=82123,linux,2017-09-19
dd88a0a,81813,Josh Poimboeuf,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81813,linux,2017-08-30
5fe5a6c,81958,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81958,linux,2017-08-26
0a44594,10676,Imre Deak,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=10676,linux,2017-08-15
efe967c,81601,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81601,linux,2017-07-30
22ff1a3,81483,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81483,linux,2017-07-26
5623452,81484,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=81484,linux,2017-07-20
381f20f,58145,Davidlohr Bueso,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,linux,2017-06-09
a83827d,10676,Thomas Gleixner,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=10676,linux,2017-04-17
61b79e1,42109,Josh Poimboeuf,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=42109,linux,2017-03-29
474c901,72785,Linus Torvalds,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=72785,linux,2017-03-03
7d6e910,11488,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=11488,linux,2017-02-11
7d6e910,79149,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=79149,linux,2017-02-11
5020ded,78569,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=78569,linux,2016-11-30
d64e85d,56955,Rasmus Villemoes,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=56955,linux,2016-05-20
c87bf43,69702,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=69702,linux,2016-05-10
8634de6,52624,Josh Poimboeuf,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=52624,linux,2016-05-10
7322dd7,66122,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,linux,2016-05-06
7322dd7,70232,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=70232,linux,2016-05-06
7322dd7,70646,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=70646,linux,2016-05-06
7e57844,70604,Josh Poimboeuf,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=70604,linux,2016-04-15
f9a7cbb,66122,Denys Vlasenko,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,linux,2016-04-14
208fae5,70128,Nicolas Pitre,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=70128,linux,2016-04-08
ef3fb24,70232,Arnd Bergmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=70232,linux,2016-03-19
e3bde95,66122,Denys Vlasenko,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,linux,2016-03-18
bc27fb6,66122,Denys Vlasenko,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,linux,2016-03-18
a644fdf,66122,Denys Vlasenko,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,linux,2016-03-18
4b0f326,66122,Denys Vlasenko,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,linux,2016-03-18
ee91ef6,66122,Denys Vlasenko,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,linux,2016-03-18
8dd5032,66122,Denys Vlasenko,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,linux,2016-02-09
8488335,68836,Arnaldo Carvalho de Melo,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=68836,linux,2015-12-11
d7e35df,57157,Sasha Levin,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=57157,linux,2015-12-10
d976441,67368,Andrey Ryabinin,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=67368,linux,2015-10-20
71a0a72,55777,Yousong Zhou,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=55777,linux,2015-10-05
1bb3bf6,55777,Yousong Zhou,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=55777,linux,2015-10-05
0b101e6,66122,Denys Vlasenko,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,linux,2015-09-25
66e8c57,67055,Oleg Nesterov,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=67055,linux,2015-09-21
a077224,65932,Ard Biesheuvel,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=65932,linux,2015-09-07
accd0b9,66122,Denys Vlasenko,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,linux,2015-08-05
d14edb1,66122,Denys Vlasenko,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,linux,2015-08-05
1a1d48a,66122,Denys Vlasenko,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,linux,2015-08-05
b2c5110,53383,Andy Lutomirski,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=53383,linux,2015-07-22
3490565,66122,Denys Vlasenko,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66122,linux,2015-07-21
92d6cf2,57134,Anton Blanchard,gcc,http://gcc.gnu.org/bugzilla/show_bug.cgi?id=57134,linux,2015-06-11
4d3199e,58145,Davidlohr Bueso,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,linux,2015-02-24
f5e38b9,52181,Daniel Borkmann,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=52181,linux,2015-02-14
38c5ce9,58145,Christian Borntraeger,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,linux,2015-01-19
1760f1e,58145,Christian Borntraeger,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,linux,2015-01-19
da1a288,58145,Christian Borntraeger,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,linux,2015-01-19
5ee0761,58145,Christian Borntraeger,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,linux,2015-01-19
5de72a2,58145,Christian Borntraeger,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,linux,2014-12-18
488beef,58145,Christian Borntraeger,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,linux,2014-12-18
af2e7aa,58145,Christian Borntraeger,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,linux,2014-12-18
4218091,58145,Christian Borntraeger,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,linux,2014-12-18
14cf3d9,58145,Christian Borntraeger,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,linux,2014-12-18
4f9d138,58145,Christian Borntraeger,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,linux,2014-12-18
e37c698,58145,Christian Borntraeger,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,linux,2014-12-18
230fa25,58145,Christian Borntraeger,gcc,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=58145,linux,2014-12-18
